"","Ripetute","Stile","Vasche","Distanza","Tempo","Tempo cumulato","Passo medio","Passo migliore","Swolf medio","FC Media","FC max","Totale bracciate","Bracciate medie","Calorie"
"","1","Misto","19","475","10:49","10:49","2:17","1:30","47","124","147","236","12","93"
"","1.1","Stile libero","1","25","0:31.7","0:31.7","2:07","2:07","44","82","98","12","--","--"
"","1.2","Stile libero","1","25","0:37.2","1:08.9","2:29","2:29","49","105","115","12","--","--"
"","1.3","Stile libero","1","25","0:26.1","1:35.0","1:44","1:44","35","114","115","9","--","--"
"","1.4","Stile libero","1","25","0:34","2:09.0","2:16","2:16","46","112","115","12","--","--"
"","1.5","Stile libero","1","25","0:27.6","2:36.6","1:50","1:50","36","109","111","8","--","--"
"","1.6","Stile libero","1","25","0:38.4","3:15.0","2:34","2:34","51","113","116","13","--","--"
"","1.7","Rana","1","25","0:30.9","3:45.9","2:03","2:03","42","132","136","11","--","--"
"","1.8","Stile libero","1","25","0:28.4","4:14.2","1:54","1:54","37","133","135","9","--","--"
"","1.9","Rana","1","25","0:40.1","4:54.4","2:41","2:41","54","123","130","14","--","--"
"","1.10","Rana","1","25","0:27.6","5:22.0","1:50","1:50","37","126","128","9","--","--"
"","1.11","Stile libero","1","25","0:39.1","6:01.1","2:36","2:36","53","116","125","14","--","--"
"","1.12","Rana","1","25","0:28.6","6:29.7","1:55","1:55","43","117","121","14","--","--"
"","1.13","Rana","1","25","0:42.9","7:12.6","2:52","2:52","62","126","144","19","--","--"
"","1.14","Rana","1","25","0:35.5","7:48.1","2:22","2:22","54","145","147","18","--","--"
"","1.15","Dorso","1","25","0:35.4","8:23.5","2:21","2:21","49","143","147","14","--","--"
"","1.16","Rana","1","25","0:45.1","9:08.6","3:00","3:00","67","141","145","22","--","--"
"","1.17","Stile libero","1","25","0:41.2","9:49.7","2:45","2:45","54","137","142","13","--","--"
"","1.18","Rana","1","25","0:22.6","10:12","1:30","1:30","30","137","140","7","--","--"
"","1.19","Dorso","1","25","0:36.3","10:49","2:25","2:25","42","129","134","6","--","--"
"","","Riposo","0","0","0:40.9","11:30","0","0","0","127","135","0","0","6"
"","2","Stile libero","2","50","1:00.5","12:30","2:01","2:01","40","131","139","19","10","9"
"","2.1","Stile libero","1","25","0:30.3","0:30.3","2:01","2:01","40","125","137","10","--","--"
"","2.2","Stile libero","1","25","0:30.2","1:00.5","2:01","2:01","39","137","139","9","--","--"
"","","Riposo","0","0","0:15.2","12:45","0","0","0","138","142","0","0","3"
"","3","Rana","2","50","1:01.7","13:47","2:03","2:03","41","137","142","21","11","11"
"","3.1","Rana","1","25","0:31","0:31","2:04","2:04","42","134","138","11","--","--"
"","3.2","Rana","1","25","0:30.7","1:01.7","2:03","2:03","41","140","142","10","--","--"
"","","Riposo","0","0","0:14.5","14:01","0","0","0","140","142","0","0","3"
"","4","Stile libero","2","50","1:03.6","15:05","2:07","2:01","43","137","143","22","11","11"
"","4.1","Stile libero","1","25","0:33.4","0:33.4","2:14","2:14","45","136","140","12","--","--"
"","4.2","Stile libero","1","25","0:30.2","1:03.6","2:01","2:01","40","138","143","10","--","--"
"","","Riposo","0","0","0:12.6","15:18","0","0","0","141","144","0","0","2"
"","5","Misto","2","50","1:02.5","16:20","2:05","2:04","42","139","144","21","11","11"
"","5.1","Rana","1","25","0:31.5","0:31.5","2:06","2:06","43","139","144","11","--","--"
"","5.2","Stile libero","1","25","0:31.0","1:02.5","2:04","2:04","41","139","142","10","--","--"
"","","Riposo","0","0","0:35.0","16:55","0","0","0","135","144","0","0","6"
"","6","Stile libero","2","50","1:01.4","17:57","2:03","1:59","41","135","146","21","11","10"
"","6.1","Stile libero","1","25","0:31.7","0:31.7","2:07","2:07","43","130","146","11","--","--"
"","6.2","Stile libero","1","25","0:29.7","1:01.4","1:59","1:59","40","139","143","10","--","--"
"","","Riposo","0","0","0:14.5","18:11","0","0","0","140","142","0","0","3"
"","7","Misto","2","50","1:01.3","19:12","2:03","2:00","42","142","152","23","12","12"
"","7.1","Rana","1","25","0:31.3","0:31.3","2:05","2:05","43","136","142","12","--","--"
"","7.2","Stile libero","1","25","0:30.1","1:01.3","2:00","2:00","41","149","152","11","--","--"
"","","Riposo","0","0","1:01.7","20:14","0","0","0","126","151","0","0","8"
"","8","Misto","8","200","4:06.7","24:21","2:03","1:55","42","142","154","88","11","45"
"","8.1","Stile libero","1","25","0:28.7","0:28.7","1:55","1:55","40","123","135","11","--","--"
"","8.2","Rana","1","25","0:31.1","0:59.7","2:04","2:04","42","142","154","11","--","--"
"","8.3","Stile libero","1","25","0:30.8","1:30.5","2:03","2:03","42","148","153","11","--","--"
"","8.4","Stile libero","1","25","0:31.1","2:01.6","2:05","2:05","42","146","148","11","--","--"
"","8.5","Stile libero","1","25","0:31.6","2:33.2","2:06","2:06","43","144","148","11","--","--"
"","8.6","Stile libero","1","25","0:31","3:04.2","2:04","2:04","42","137","146","11","--","--"
"","8.7","Stile libero","1","25","0:31.6","3:35.9","2:06","2:06","43","144","150","11","--","--"
"","8.8","Stile libero","1","25","0:30.8","4:06.7","2:03","2:03","42","148","150","11","--","--"
"","","Riposo","0","0","0:29.6","24:50","0","0","0","142","148","0","0","5"
"","9","Stile libero","8","200","4:06.5","28:57","2:03","2:01","42","145","153","89","11","45"
"","9.1","Stile libero","1","25","0:30.4","0:30.4","2:02","2:02","41","133","137","11","--","--"
"","9.2","Stile libero","1","25","0:30.4","1:00.9","2:02","2:02","41","139","143","11","--","--"
"","9.3","Stile libero","1","25","0:31.3","1:32.2","2:05","2:05","42","144","147","11","--","--"
"","9.4","Stile libero","1","25","0:31.6","2:03.7","2:06","2:06","44","145","149","12","--","--"
"","9.5","Stile libero","1","25","0:31.1","2:34.8","2:04","2:04","42","148","150","11","--","--"
"","9.6","Stile libero","1","25","0:30.9","3:05.7","2:03","2:03","42","150","152","11","--","--"
"","9.7","Stile libero","1","25","0:30.6","3:36.2","2:02","2:02","42","150","153","11","--","--"
"","9.8","Stile libero","1","25","0:30.2","4:06.5","2:01","2:01","41","149","151","11","--","--"
"","","Riposo","0","0","0:32.0","29:29","0","0","0","143","149","0","0","6"
"","10","Stile libero","8","200","4:03.3","33:32","2:02","1:55","42","151","162","92","12","48"
"","10.1","Stile libero","1","25","0:30","0:30","2:00","2:00","41","137","141","11","--","--"
"","10.2","Stile libero","1","25","0:29.9","0:59.9","1:59","1:59","41","143","147","11","--","--"
"","10.3","Stile libero","1","25","0:30.9","1:30.8","2:04","2:04","42","148","151","11","--","--"
"","10.4","Stile libero","1","25","0:31.3","2:02.1","2:05","2:05","42","148","151","11","--","--"
"","10.5","Stile libero","1","25","0:31.1","2:33.2","2:04","2:04","43","157","162","12","--","--"
"","10.6","Stile libero","1","25","0:30.9","3:04.1","2:03","2:03","43","159","161","12","--","--"
"","10.7","Stile libero","1","25","0:30.4","3:34.4","2:02","2:02","42","156","159","12","--","--"
"","10.8","Stile libero","1","25","0:28.9","4:03.3","1:55","1:55","41","157","160","12","--","--"
"","","Riposo","0","0","1:08.9","34:41","0","0","0","138","157","0","0","10"
"","11","Dorso","6","150","3:27.8","38:09","2:19","1:13","45","139","148","65","11","30"
"","11.1","Dorso","1","25","0:43.1","0:43.1","2:52","2:52","57","127","140","14","--","--"
"","11.2","Dorso","1","25","0:36.8","1:19.8","2:27","2:27","50","140","144","13","--","--"
"","11.3","Dorso","1","25","0:41","2:00.8","2:44","2:44","54","143","148","13","--","--"
"","11.4","Dorso","1","25","0:18.2","2:19.0","1:13","1:13","24","142","148","6","--","--"
"","11.5","Dorso","1","25","0:23.9","2:42.9","1:36","1:36","30","143","148","6","--","--"
"","11.6","Dorso","1","25","0:44.8","3:27.8","2:59","2:59","58","144","148","13","--","--"
"","","Riposo","0","0","0:36.8","38:45","0","0","0","131","143","0","0","4"
"","12","Stile libero","2","50","0:51.9","39:37","1:44","1:42","36","136","150","21","11","6"
"","12.1","Stile libero","1","25","0:26.6","0:26.6","1:46","1:46","38","126","135","11","--","--"
"","12.2","Stile libero","1","25","0:25.4","0:51.9","1:42","1:42","35","146","150","10","--","--"
"","","Riposo","0","0","1:02.1","40:39","0","0","0","134","150","0","0","8"
"","13","Stile libero","2","50","0:49.5","41:29","1:39","1:34","35","127","144","21","11","4"
"","13.1","Stile libero","1","25","0:25.9","0:25.9","1:44","1:44","37","122","128","11","--","--"
"","13.2","Stile libero","1","25","0:23.6","0:49.5","1:34","1:34","34","131","140","10","--","--"
"","","Riposo","0","0","0:56.8","42:26","0","0","0","134","150","0","0","8"
"","","Riposo","0","0","0:12.0","42:38","0","0","0","108","114","0","0","1"
"","14","Stile libero","2","50","0:48.3","43:26","1:37","1:34","35","123","137","21","11","4"
"","14.1","Stile libero","1","25","0:24.8","0:24.8","1:39","1:39","36","117","125","11","--","--"
"","14.2","Stile libero","1","25","0:23.6","0:48.3","1:34","1:34","34","129","136","10","--","--"
"","","Riposo","0","0","1:06.4","44:32","0","0","0","130","139","0","0","7"
"","15","Rana","2","50","0:57.6","45:30","1:55","1:48","43","121","123","28","14","4"
"","15.1","Rana","1","25","0:27.1","0:27.1","1:48","1:48","42","118","121","15","--","--"
"","15.2","Rana","1","25","0:30.5","0:57.6","2:02","2:02","44","122","123","13","--","--"
"","","Riposo","0","0","0:37.1","46:07","0","0","0","122","142","0","0","3"
"","16","Misto","9","225","6:37.7","52:45","2:57","1:58","57","129","142","117","13","40"
"","16.1","Dorso","1","25","0:44.4","0:44.4","2:58","2:58","58","132","141","14","--","--"
"","16.2","Stile libero","1","25","0:42.9","1:27.3","2:52","2:52","56","131","137","13","--","--"
"","16.3","Stile libero","1","25","0:31.8","1:59.1","2:07","2:07","42","128","132","10","--","--"
"","16.4","Stile libero","1","25","0:48.9","2:48.0","3:16","3:16","65","126","133","16","--","--"
"","16.5","Stile libero","1","25","0:33.9","3:21.9","2:16","2:16","45","129","130","11","--","--"
"","16.6","Rana","1","25","0:29.5","3:51.4","1:58","1:58","45","133","139","15","--","--"
"","16.7","Stile libero","1","25","0:47.5","4:38.9","3:10","3:10","62","128","142","14","--","--"
"","16.8","Rana","1","25","0:38.8","5:17.7","2:35","2:35","52","114","126","13","--","--"
"","16.9","Stile libero","1","25","1:19.9","6:37.7","5:19","5:19","91","132","142","11","--","--"
"","","Riposo","0","0","0:10.1","52:55","0","0","0","133","133","0","0","1"
"","Riepilogo","--","78","1,950","52:55","52:55","2:12","1:13","45","134","162","905","12","467"